objectid,classification,beginyear
1233,Painting,1623.0
1234,Painting,1638.0
1244,Sculpture,1490.0
1245,Sculpture,1500.0
1246,Sculpture,1575.0
1247,Sculpture,1800.0
1280,Sculpture,1475.0
1248,Sculpture,1785.0
1249,Sculpture,1877.0
1258,Sculpture,1525.0
1250,Sculpture,1560.0
1621,Decorative Art,1675.0
1251,Sculpture,1450.0
1252,Sculpture,1461.0
1253,Sculpture,1640.0
1254,Sculpture,1461.0
1255,Sculpture,1716.0
1256,Sculpture,1550.0
1257,Sculpture,1500.0
1259,Sculpture,1600.0
1260,Sculpture,1575.0
3977,Print,1470.0
1262,Sculpture,1777.0
1263,Sculpture,1777.0
1271,Sculpture,1560.0
1264,Sculpture,1910.0
1407,Sculpture,1475.0
1265,Sculpture,1910.0
1283,Sculpture,1600.0
1266,Sculpture,1778.0
1267,Sculpture,1744.0
1268,Sculpture,1690.0
1269,Sculpture,1690.0
4269,Print,1521.0
1272,Sculpture,1710.0
1273,Sculpture,1470.0
1284,Sculpture,1550.0
1274,Sculpture,1455.0
1275,Sculpture,1500.0
1276,Sculpture,1500.0
1277,Sculpture,1500.0
1278,Sculpture,1560.0
1279,Sculpture,1530.0
1281,Sculpture,1460.0
1282,Sculpture,1600.0
1622,Decorative Art,1675.0
1285,Sculpture,1542.0
1286,Sculpture,1435.0
1287,Sculpture,1610.0
1288,Sculpture,1500.0
1289,Sculpture,1800.0
1290,Sculpture,1500.0
1291,Sculpture,1500.0
1300,Sculpture,1470.0
1292,Sculpture,1495.0
2867,Print,1786.0
1293,Sculpture,1495.0
1294,Sculpture,1487.0
1295,Sculpture,1487.0
1296,Sculpture,1574.0
1623,Decorative Art,1675.0
1297,Sculpture,1574.0
1298,Sculpture,1465.0
1299,Sculpture,1525.0
1301,Sculpture,1470.0
1335,Sculpture,1490.0
1338,Sculpture,1480.0
2917,Print,1730.0
1302,Sculpture,1499.0
1303,Sculpture,1499.0
1304,Sculpture,1544.0
1358,Sculpture,1500.0
2781,Print,1737.0
1336,Sculpture,1500.0
2767,Print,1735.0
1305,Sculpture,1544.0
1306,Sculpture,1480.0
1307,Sculpture,1480.0
1308,Sculpture,1473.0
1392,Sculpture,1575.0
1309,Sculpture,1473.0
1310,Sculpture,1477.0
1311,Sculpture,1477.0
1312,Sculpture,1478.0
1624,Decorative Art,1675.0
1313,Sculpture,1478.0
1314,Sculpture,1502.0
1315,Sculpture,1502.0
1316,Sculpture,1450.0
3451,Print,1539.0
1317,Sculpture,1450.0
1318,Sculpture,1453.0
1319,Sculpture,1453.0
1320,Sculpture,1446.0
2732,Print,1742.0
1321,Sculpture,1446.0
1322,Sculpture,1441.0
1323,Sculpture,1441.0
1324,Sculpture,1446.0
1393,Sculpture,1525.0
1325,Sculpture,1446.0
1326,Sculpture,1537.0
1327,Sculpture,1537.0
1328,Sculpture,1513.0
2757,Print,1765.0
1329,Sculpture,1513.0
1330,Sculpture,1478.0
1331,Sculpture,1478.0
1332,Sculpture,1538.0
1333,Sculpture,1538.0
1334,Sculpture,1460.0
1339,Sculpture,1480.0
1340,Sculpture,1496.0
1341,Sculpture,1496.0
1342,Sculpture,1496.0
1343,Sculpture,1505.0
1344,Sculpture,1500.0
1345,Sculpture,1505.0
1346,Sculpture,1500.0
1347,Sculpture,1452.0
1348,Sculpture,1450.0
1349,Sculpture,1495.0
1350,Sculpture,1465.0
1351,Sculpture,1505.0
1352,Sculpture,1450.0
1353,Sculpture,1600.0
1354,Sculpture,1550.0
1355,Sculpture,1398.0
1356,Sculpture,1597.0
1357,Sculpture,1400.0
1359,Sculpture,1600.0
1360,Sculpture,1600.0
1361,Sculpture,1400.0
1362,Sculpture,1500.0
3524,Print,1552.0
1363,Sculpture,1400.0
1364,Sculpture,1550.0
1365,Sculpture,1600.0
1366,Sculpture,1500.0
1367,Sculpture,1450.0
1368,Sculpture,1450.0
1394,Sculpture,1525.0
1369,Sculpture,1450.0
1370,Sculpture,1450.0
1371,Sculpture,1450.0
1383,Sculpture,1500.0
1372,Sculpture,1404.0
1373,Sculpture,1450.0
1374,Sculpture,1450.0
1375,Sculpture,1450.0
1376,Sculpture,1450.0
1377,Sculpture,1500.0
1378,Sculpture,1400.0
1379,Sculpture,1500.0
1380,Sculpture,1561.0
1381,Sculpture,1560.0
1382,Sculpture,1500.0
1384,Sculpture,1525.0
1385,Sculpture,1500.0
1386,Sculpture,1500.0
1387,Sculpture,1525.0
1388,Sculpture,1525.0
1389,Sculpture,1500.0
1390,Sculpture,1500.0
1391,Sculpture,1550.0
1397,Sculpture,1550.0
1398,Sculpture,1500.0
1399,Sculpture,1475.0
1400,Sculpture,1507.0
1401,Sculpture,1475.0
1402,Sculpture,1475.0
1403,Sculpture,1475.0
1404,Sculpture,1475.0
1405,Sculpture,1475.0
1406,Sculpture,1475.0
1408,Sculpture,1475.0
1409,Sculpture,1475.0
1410,Sculpture,1475.0
1411,Sculpture,1400.0
1412,Sculpture,1500.0
1413,Sculpture,1500.0
1414,Sculpture,1400.0
1415,Sculpture,1400.0
1416,Sculpture,1500.0
1417,Sculpture,1500.0
2877,Print,1719.0
1418,Sculpture,1525.0
1419,Sculpture,1400.0
1420,Sculpture,1450.0
1421,Sculpture,1425.0
1422,Sculpture,1386.0
1423,Sculpture,1425.0
1424,Sculpture,1450.0
1425,Sculpture,1475.0
1426,Sculpture,1500.0
1427,Sculpture,1470.0
1428,Sculpture,1470.0
1429,Sculpture,1470.0
1430,Sculpture,1470.0
1431,Sculpture,1470.0
1432,Sculpture,1600.0
1433,Sculpture,1550.0
1434,Sculpture,1573.0
1435,Sculpture,1550.0
1437,Decorative Art,1137.0
1439,Decorative Art,1330.0
1441,Decorative Art,1200.0
1538,Decorative Art,1500.0
1444,Decorative Art,1220.0
1447,Decorative Art,1400.0
1449,Decorative Art,1530.0
2878,Print,1719.0
1454,Decorative Art,1590.0
1455,Decorative Art,1550.0
1456,Decorative Art,1566.0
1457,Decorative Art,1620.0
1461,Decorative Art,1600.0
1463,Decorative Art,1600.0
1466,Decorative Art,1885.0
1471,Decorative Art,1498.0
1472,Decorative Art,1498.0
1474,Decorative Art,1510.0
1476,Decorative Art,1490.0
1477,Decorative Art,1510.0
1520,Decorative Art,1540.0
1482,Decorative Art,1510.0
1486,Decorative Art,1515.0
1496,Decorative Art,1530.0
1539,Decorative Art,1500.0
1490,Decorative Art,1520.0
1521,Decorative Art,1540.0
1492,Decorative Art,1524.0
1493,Decorative Art,1525.0
1494,Decorative Art,1525.0
2740,Print,1729.0
1498,Decorative Art,1539.0
1500,Decorative Art,1535.0
1501,Decorative Art,1525.0
1509,Decorative Art,1525.0
1540,Decorative Art,1500.0
1522,Decorative Art,1540.0
1525,Decorative Art,1540.0
1551,Decorative Art,1500.0
1511,Decorative Art,1540.0
1512,Decorative Art,1547.0
1513,Decorative Art,1540.0
1514,Decorative Art,1575.0
1515,Decorative Art,1485.0
1526,Decorative Art,1500.0
1517,Decorative Art,1520.0
1550,Decorative Art,1475.0
1527,Decorative Art,1550.0
1528,Decorative Art,1500.0
1533,Decorative Art,1550.0
1535,Decorative Art,1500.0
1536,Decorative Art,1500.0
1537,Decorative Art,1500.0
1541,Decorative Art,1500.0
1542,Decorative Art,1520.0
1546,Decorative Art,1500.0
1547,Decorative Art,1500.0
1562,Decorative Art,1500.0
1553,Decorative Art,1520.0
2755,Print,1753.0
1558,Decorative Art,1500.0
1559,Decorative Art,1466.0
1563,Decorative Art,1550.0
1564,Decorative Art,1500.0
1565,Decorative Art,1500.0
1566,Decorative Art,1400.0
1571,Decorative Art,1767.0
2756,Print,1791.0
1619,Decorative Art,1675.0
1576,Decorative Art,1779.0
2733,Print,1742.0
1579,Decorative Art,1750.0
1580,Decorative Art,1750.0
1584,Decorative Art,1750.0
1587,Decorative Art,1830.0
1588,Decorative Art,1830.0
2734,Print,1781.0
1596,Decorative Art,1830.0
1620,Decorative Art,1675.0
1598,Decorative Art,1830.0
1605,Decorative Art,1500.0
1606,Decorative Art,1500.0
1607,Decorative Art,1520.0
1608,Decorative Art,1520.0
1609,Decorative Art,1520.0
1612,Decorative Art,1751.0
1617,Decorative Art,1675.0
1618,Decorative Art,1675.0
1653,Decorative Art,1625.0
4304,Print,1500.0
3084,Print,1789.0
4303,Print,1520.0
1684,Decorative Art,1662.0
1706,Decorative Art,1700.0
2735,Print,1785.0
1764,Decorative Art,1662.0
4305,Print,1544.0
3085,Print,1779.0
1835,Drawing,1764.0
1836,Drawing,1521.0
1837,Drawing,1640.0
1838,Drawing,1606.0
1839,Drawing,1606.0
1840,Drawing,1654.0
1841,Drawing,1606.0
1842,Drawing,1650.0
1843,Drawing,1640.0
1844,Drawing,1655.0
1845,Drawing,1606.0
1846,Drawing,1606.0
1847,Drawing,1606.0
1849,Drawing,1606.0
1850,Drawing,1606.0
1851,Drawing,1606.0
1852,Drawing,1615.0
1853,Drawing,1635.0
1854,Drawing,1606.0
1855,Drawing,1635.0
1856,Drawing,1606.0
2763,Print,1760.0
1862,Drawing,1790.0
1878,Drawing,1757.0
1883,Drawing,1757.0
4338,Print,1530.0
1921,Drawing,1757.0
2758,Print,1740.0
1941,Drawing,1757.0
1964,Drawing,1757.0
4339,Print,1530.0
2828,Print,1780.0
2015,Drawing,1765.0
2736,Print,1761.0
2027,Drawing,1767.0
2037,Drawing,1766.0
2044,Drawing,1765.0
4277,Print,1500.0
2764,Print,1760.0
2111,Drawing,1767.0
2156,Drawing,1765.0
2174,Drawing,1767.0
2176,Print,1767.0
2216,Drawing,1767.0
2234,Drawing,1769.0
3086,Print,1779.0
2737,Print,1719.0
2367,Drawing,1765.0
2379,Drawing,1765.0
2738,Print,1719.0
2385,Drawing,1778.0
2386,Drawing,1777.0
3452,Print,1539.0
3453,Print,1539.0
2432,Volume,1796.0
2433,Volume,1796.0
4341,Print,1531.0
2457,Print,1732.0
2458,Print,1729.0
2461,Print,1734.0
2462,Print,1791.0
2463,Print,1773.0
2739,Print,1746.0
2485,Volume,1778.0
2537,Volume,1770.0
3087,Print,1780.0
2572,Print,1736.0
2582,Print,1700.0
3523,Print,1550.0
2619,Print,1690.0
2620,Print,1736.0
2630,Volume,1783.0
2648,Volume,1797.0
2649,Drawing,1797.0
2686,Volume,1774.0
2741,Print,1729.0
2742,Print,1732.0
2751,Print,1786.0
2725,Volume,1721.0
2728,Volume,1740.0
2729,Volume,1740.0
2731,Print,1741.0
2743,Print,1741.0
2744,Print,1741.0
2745,Print,1741.0
2746,Print,1741.0
2747,Print,1756.0
2748,Print,1756.0
2749,Print,1785.0
2750,Print,1785.0
2759,Print,1680.0
2760,Print,1753.0
2761,Print,1735.0
2762,Print,1735.0
2768,Print,1779.0
2769,Print,1780.0
2770,Print,1783.0
2771,Print,1742.0
2772,Print,1750.0
2773,Print,1784.0
2774,Print,1785.0
2775,Print,1788.0
2776,Print,1769.0
2777,Print,1753.0
2778,Print,1739.0
2779,Print,1739.0
2782,Print,1738.0
2783,Print,1757.0
2784,Print,1740.0
2785,Print,1740.0
2786,Print,1757.0
2787,Print,1742.0
2788,Print,1737.0
2789,Print,1741.0
2790,Print,1742.0
2794,Print,1779.0
2795,Print,1778.0
2796,Print,1719.0
2797,Print,1707.0
2798,Print,1707.0
2799,Print,1743.0
2800,Print,1807.0
2801,Print,1810.0
2802,Print,1801.0
2803,Print,1805.0
2804,Print,1810.0
2805,Print,1703.0
2806,Print,1777.0
2807,Print,1777.0
2808,Print,1784.0
2809,Print,1753.0
2810,Print,1760.0
2811,Print,1760.0
3454,Print,1539.0
2812,Print,1761.0
2813,Print,1761.0
2814,Print,1690.0
2815,Print,1740.0
2816,Print,1715.0
2817,Print,1731.0
2819,Print,1775.0
2820,Print,1746.0
2821,Print,1746.0
2822,Print,1746.0
2823,Print,1778.0
2824,Print,1768.0
2825,Print,1768.0
2826,Print,1740.0
2827,Print,1742.0
2830,Print,1771.0
2831,Print,1746.0
2832,Print,1736.0
2833,Print,1736.0
2834,Print,1736.0
2835,Print,1778.0
2836,Print,1774.0
2837,Print,1774.0
2838,Print,1777.0
2839,Print,1776.0
2840,Print,1776.0
2841,Print,1771.0
2842,Print,1771.0
2843,Print,1738.0
2844,Print,1738.0
2845,Print,1738.0
2846,Print,1738.0
2847,Print,1782.0
2848,Print,1770.0
2849,Print,1770.0
2850,Print,1770.0
2851,Print,1771.0
2852,Print,1742.0
2853,Print,1771.0
2854,Print,1771.0
2855,Print,1775.0
2856,Print,1774.0
2857,Print,1774.0
2858,Print,1779.0
2859,Print,1791.0
3455,Print,1529.0
2860,Print,1788.0
2861,Print,1765.0
2862,Print,1750.0
2863,Print,1750.0
2864,Print,1760.0
2865,Print,1810.0
2866,Print,1810.0
2868,Print,1786.0
2869,Print,1740.0
2870,Print,1754.0
2871,Print,1776.0
2872,Print,1758.0
2873,Print,1765.0
2874,Print,1753.0
2875,Print,1680.0
2879,Print,1746.0
2880,Print,1746.0
2881,Print,1742.0
2882,Print,1742.0
2883,Print,1789.0
2905,Print,1767.0
2884,Print,1787.0
2885,Print,1788.0
2886,Print,1786.0
2887,Print,1789.0
2888,Print,1787.0
2889,Print,1787.0
2890,Print,1788.0
2891,Print,1788.0
2892,Print,1786.0
2893,Print,1789.0
2894,Print,1787.0
2895,Print,1787.0
2896,Print,1787.0
2897,Print,1792.0
2898,Print,1791.0
2899,Print,1791.0
2900,Print,1795.0
2901,Print,1795.0
2902,Print,1807.0
2903,Print,1731.0
2904,Print,1740.0
2906,Print,1748.0
2907,Print,1777.0
2908,Print,1777.0
2909,Print,1719.0
2910,Print,1769.0
2911,Print,1769.0
2912,Print,1700.0
2913,Print,1700.0
2914,Print,1744.0
2915,Print,1744.0
2916,Print,1730.0
2918,Print,1730.0
2919,Print,1730.0
2920,Print,1730.0
2921,Print,1730.0
2922,Print,1730.0
2923,Print,1730.0
2924,Print,1730.0
2925,Print,1730.0
2926,Print,1730.0
2927,Print,1730.0
2928,Print,1730.0
2929,Print,1771.0
2930,Print,1771.0
2931,Print,1778.0
2932,Print,1763.0
2933,Print,1763.0
2934,Print,1763.0
2935,Print,1763.0
2936,Print,1789.0
2937,Print,1782.0
2938,Print,1782.0
2939,Print,1782.0
2940,Print,1786.0
2941,Print,1750.0
2942,Print,1750.0
2943,Print,1734.0
2944,Print,1783.0
2945,Print,1782.0
2991,Print,1814.0
2946,Print,1782.0
2947,Print,1736.0
2949,Print,1746.0
2950,Print,1746.0
2951,Print,1735.0
2952,Print,1782.0
2953,Print,1791.0
2954,Print,1791.0
2955,Print,1782.0
2956,Print,1782.0
2957,Print,1791.0
2958,Print,1791.0
2959,Print,1777.0
2960,Print,1746.0
2961,Print,1779.0
2962,Print,1779.0
8360,Print,1837.0
2964,Print,1791.0
2965,Print,1791.0
2966,Print,1763.0
2967,Print,1778.0
2992,Print,1779.0
2968,Print,1775.0
2969,Print,1776.0
2970,Print,1784.0
2971,Print,1756.0
2972,Print,1779.0
2973,Print,1779.0
2974,Print,1745.0
2975,Print,1775.0
2976,Print,1793.0
2977,Print,1742.0
2978,Print,1727.0
2979,Print,1773.0
2980,Print,1783.0
2981,Print,1742.0
2982,Print,1778.0
2983,Print,1734.0
2984,Print,1719.0
2985,Print,1771.0
2986,Print,1736.0
2987,Print,1736.0
2988,Print,1736.0
2989,Print,1736.0
2990,Print,1753.0
3038,Print,1777.0
2993,Print,1752.0
2994,Print,1752.0
2995,Print,1777.0
2996,Print,1777.0
2997,Print,1786.0
2998,Print,1787.0
2999,Print,1788.0
3000,Print,1788.0
3001,Print,1752.0
3002,Print,1752.0
3003,Print,1752.0
3004,Print,1752.0
3005,Print,1774.0
3006,Print,1787.0
3007,Print,1780.0
3008,Print,1752.0
3009,Print,1752.0
3010,Print,1790.0
3011,Print,1752.0
3012,Print,1752.0
3013,Print,1783.0
3014,Print,1752.0
3015,Print,1752.0
3016,Print,1752.0
3017,Print,1752.0
3018,Print,1736.0
3019,Print,1736.0
3020,Print,1736.0
3021,Print,1789.0
3022,Print,1782.0
3023,Print,1784.0
3024,Print,1783.0
3025,Print,1784.0
3026,Print,1784.0
3027,Print,1778.0
3028,Print,1778.0
3029,Print,1778.0
3030,Print,1788.0
3031,Print,1788.0
3034,Print,1786.0
3035,Print,1786.0
3036,Print,1700.0
3037,Print,1700.0
3039,Print,1777.0
3040,Print,1785.0
3041,Print,1784.0
3042,Print,1784.0
3043,Print,1788.0
3044,Print,1782.0
3045,Print,1760.0
3046,Print,1765.0
3047,Print,1740.0
3048,Print,1740.0
3456,Print,1502.0
3050,Print,1782.0
3051,Print,1782.0
3052,Print,1749.0
3053,Print,1788.0
3054,Print,1781.0
3055,Print,1784.0
3056,Print,1700.0
3057,Print,1760.0
3058,Print,1788.0
3059,Print,1785.0
3060,Print,1785.0
3061,Print,1762.0
3062,Print,1738.0
3063,Print,1783.0
3064,Print,1783.0
3065,Print,1736.0
3066,Print,1730.0
3067,Print,1764.0
3068,Print,1764.0
3069,Print,1742.0
3070,Print,1742.0
3071,Print,1771.0
3072,Print,1782.0
3096,Print,1761.0
3457,Print,1502.0
3073,Print,1782.0
3074,Print,1733.0
3075,Print,1733.0
3076,Print,1743.0
3077,Print,1744.0
3078,Print,1776.0
3079,Print,1748.0
3081,Print,1748.0
3082,Print,1787.0
3083,Print,1789.0
3088,Print,1774.0
3089,Print,1774.0
3090,Print,1774.0
3091,Print,1774.0
3092,Print,1774.0
3093,Print,1786.0
3094,Print,1786.0
3095,Print,1760.0
3458,Print,1553.0
3098,Print,1789.0
3099,Print,1795.0
3100,Print,1792.0
3101,Print,1748.0
3102,Print,1748.0
3103,Print,1785.0
3104,Print,1788.0
3105,Print,1743.0
3106,Print,1753.0
3107,Print,1759.0
8361,Print,1837.0
3109,Print,1782.0
3110,Print,1782.0
3111,Print,1770.0
3113,Print,1749.0
3114,Print,1777.0
3115,Print,1777.0
3116,Print,1773.0
3117,Print,1742.0
3118,Print,1774.0
3119,Print,1774.0
3120,Print,1776.0
3121,Print,1775.0
3122,Print,1777.0
3123,Print,1777.0
3124,Print,1777.0
3125,Print,1777.0
3126,Print,1724.0
3127,Print,1749.0
3128,Print,1777.0
3129,Print,1777.0
3130,Print,1778.0
3131,Print,1778.0
3132,Print,1778.0
3133,Print,1778.0
3134,Print,1778.0
3135,Print,1779.0
3136,Print,1779.0
3137,Print,1779.0
3138,Print,1778.0
3139,Print,1778.0
3140,Print,1778.0
3141,Print,1738.0
3142,Print,1779.0
3143,Print,1779.0
3144,Print,1782.0
4158,Print,1503.0
3145,Print,1738.0
3146,Print,1742.0
3147,Print,1783.0
3149,Print,1784.0
3150,Print,1740.0
3151,Sculpture,1700.0
3152,Sculpture,1700.0
3260,Print,1475.0
3154,Sculpture,-220.0
3155,Sculpture,1450.0
3163,Print,1880.0
3156,Sculpture,1440.0
3189,Print,1879.0
3157,Sculpture,1799.0
3169,Print,1879.0
3159,Painting,1774.0
3160,Painting,1795.0
3161,Print,1880.0
3162,Print,1879.0
3164,Print,1879.0
3165,Print,1880.0
3166,Print,1880.0
3272,Print,1470.0
3167,Print,1880.0
3168,Print,1880.0
3170,Print,1880.0
3171,Print,1879.0
3172,Print,1879.0
3173,Print,1879.0
3174,Print,1879.0
3204,Painting,1900.0
3176,Print,1880.0
3177,Print,1880.0
3178,Print,1880.0
8362,Print,1837.0
3179,Print,1879.0
3180,Print,1880.0
3181,Print,1879.0
3459,Print,1553.0
3182,Print,1879.0
3183,Print,1880.0
3184,Print,1879.0
3185,Print,1880.0
4342,Print,1527.0
3265,Print,1480.0
3186,Print,1880.0
3187,Print,1880.0
3188,Print,1880.0
3190,Print,1880.0
3191,Print,1880.0
3192,Print,1879.0
3193,Print,1879.0
3194,Print,1879.0
3195,Print,1880.0
3253,Print,1480.0
3196,Print,1880.0
3198,Print,1880.0
3199,Painting,1570.0
3396,Print,1500.0
3200,Painting,1900.0
3351,Print,1480.0
3202,Painting,1532.0
3205,Painting,1895.0
3211,Painting,1830.0
3266,Print,1480.0
3267,Print,1480.0
3213,Sculpture,1832.0
3443,Print,1554.0
3214,Sculpture,1832.0
3215,Sculpture,1832.0
3250,Print,1480.0
3251,Print,1480.0
3460,Print,1533.0
3261,Print,1470.0
3262,Print,1470.0
3216,Sculpture,1832.0
8363,Print,1837.0
3217,Sculpture,1832.0
3218,Sculpture,1832.0
3219,Sculpture,1832.0
3252,Print,1480.0
3220,Sculpture,1832.0
3221,Sculpture,1832.0
3222,Sculpture,1832.0
3223,Sculpture,1832.0
3263,Print,1480.0
3224,Sculpture,1832.0
3225,Sculpture,1832.0
3226,Sculpture,1832.0
3227,Sculpture,1832.0
3254,Print,1480.0
3228,Sculpture,1832.0
3229,Sculpture,1832.0
3230,Sculpture,1832.0
3231,Sculpture,1832.0
3256,Print,1480.0
3232,Sculpture,1832.0
3233,Sculpture,1832.0
3234,Sculpture,1832.0
3235,Sculpture,1848.0
3257,Print,1480.0
3236,Sculpture,1832.0
3237,Sculpture,1850.0
3238,Painting,1885.0
3240,Print,1490.0
3241,Print,1470.0
3242,Print,1470.0
3243,Print,1470.0
3244,Print,1480.0
3245,Print,1480.0
3246,Print,1470.0
3247,Print,1470.0
3248,Print,1480.0
3249,Print,1480.0
3268,Print,1480.0
3269,Print,1470.0
3270,Print,1475.0
3271,Print,1480.0
3273,Print,1475.0
3275,Print,1475.0
3276,Print,1480.0
3277,Print,1480.0
3278,Print,1490.0
3279,Print,1475.0
3280,Print,1480.0
3281,Print,1480.0
3282,Print,1480.0
3315,Print,1475.0
3284,Print,1486.0
3285,Print,1490.0
3287,Print,1490.0
3288,Print,1490.0
3289,Print,1480.0
3290,Print,1470.0
3291,Print,1480.0
3292,Print,1480.0
3293,Print,1480.0
3294,Print,1480.0
3295,Print,1480.0
3296,Print,1480.0
3297,Print,1480.0
3298,Print,1480.0
3331,Print,1475.0
3299,Print,1480.0
3300,Print,1475.0
3301,Print,1480.0
3302,Print,1480.0
3303,Print,1450.0
3304,Print,1480.0
3305,Print,1480.0
3306,Print,1500.0
3307,Print,1500.0
3308,Print,1500.0
3309,Print,1500.0
3310,Print,1500.0
3311,Print,1490.0
3312,Print,1475.0
3313,Print,1480.0
3314,Print,1445.0
3427,Print,1540.0
3316,Print,1490.0
3317,Print,1480.0
3318,Print,1490.0
3319,Print,1490.0
3320,Print,1490.0
3321,Print,1490.0
3322,Print,1480.0
3323,Print,1465.0
3329,Print,1445.0
3349,Print,1480.0
3350,Print,1500.0
3330,Print,1490.0
3428,Print,1540.0
3332,Print,1470.0
3333,Print,1470.0
3341,Print,1470.0
3334,Print,1470.0
3335,Print,1470.0
3336,Print,1470.0
3337,Print,1470.0
3338,Print,1470.0
3370,Print,1495.0
3339,Print,1470.0
3340,Print,1470.0
3342,Print,1490.0
3343,Print,1480.0
3344,Print,1445.0
3345,Print,1445.0
3346,Print,1470.0
3347,Print,1470.0
3348,Print,1480.0
3352,Print,1475.0
3353,Print,1480.0
3354,Print,1470.0
3355,Print,1445.0
3356,Print,1470.0
3357,Print,1445.0
3358,Print,1475.0
3359,Print,1480.0
3360,Print,1470.0
3361,Print,1475.0
3362,Print,1475.0
3363,Print,1470.0
3364,Print,1445.0
3365,Print,1490.0
3366,Print,1480.0
3367,Print,1490.0
3368,Print,1495.0
3403,Print,1460.0
3369,Print,1495.0
3371,Print,1495.0
3372,Print,1495.0
3373,Print,1495.0
3375,Print,1495.0
3376,Print,1480.0
3377,Print,1500.0
3444,Print,1554.0
3378,Print,1480.0
3379,Print,1480.0
3380,Print,1480.0
3381,Print,1445.0
3382,Print,1490.0
3383,Print,1465.0
3384,Print,1465.0
3404,Print,1460.0
3385,Print,1445.0
3386,Print,1470.0
3389,Print,1500.0
3390,Print,1500.0
3392,Print,1500.0
3393,Print,1500.0
3394,Print,1503.0
3395,Print,1500.0
3397,Print,1500.0
3398,Print,1500.0
3399,Print,1500.0
3400,Print,1400.0
3401,Print,1400.0
3402,Print,1466.0
3405,Print,1450.0
3406,Print,1460.0
3407,Print,1466.0
3408,Print,1450.0
3409,Print,1480.0
3410,Print,1490.0
3411,Print,1490.0
3412,Print,1490.0
3413,Print,1480.0
3414,Print,1480.0
3415,Print,1480.0
3416,Print,1490.0
3417,Print,1470.0
3425,Print,1614.0
3491,Print,1538.0
3429,Print,1540.0
3430,Print,1540.0
3431,Print,1540.0
3432,Print,1540.0
3433,Print,1540.0
3434,Print,1555.0
3435,Print,1555.0
3436,Print,1555.0
3437,Print,1555.0
3438,Print,1555.0
3439,Print,1554.0
3440,Print,1554.0
3441,Print,1554.0
3442,Print,1554.0
3445,Print,1554.0
3446,Print,1554.0
3447,Print,1553.0
3448,Print,1553.0
3449,Print,1553.0
3450,Print,1527.0
3461,Print,1550.0
3462,Print,1550.0
3463,Print,1550.0
3464,Print,1550.0
3465,Print,1550.0
3466,Print,1550.0
3467,Print,1550.0
3468,Print,1550.0
3469,Print,1550.0
3470,Print,1550.0
3471,Print,1550.0
3472,Print,1550.0
3473,Print,1550.0
3474,Print,1528.0
3475,Print,1551.0
3476,Print,1551.0
3477,Print,1551.0
3478,Print,1551.0
3479,Print,1551.0
3480,Print,1551.0
3481,Print,1551.0
3500,Print,1530.0
3501,Print,1502.0
3502,Print,1502.0
3503,Print,1525.0
3504,Print,1502.0
3505,Print,1502.0
3506,Print,1502.0
3507,Print,1529.0
3508,Print,1529.0
3509,Print,1530.0
3510,Print,1532.0
3511,Print,1532.0
3512,Print,1532.0
3513,Print,1532.0
3514,Print,1535.0
3515,Print,1535.0
3516,Print,1536.0
3517,Print,1537.0
3518,Print,1539.0
3520,Print,1549.0
3521,Print,1549.0
3525,Print,1552.0
3526,Print,1553.0
3527,Print,1553.0
3528,Print,1529.0
3529,Print,1537.0
3530,Print,1552.0
3531,Print,1502.0
3532,Print,1615.0
3535,Print,1536.0
3536,Print,1539.0
3537,Print,1539.0
3538,Print,1513.0
3539,Print,1513.0
3540,Print,1513.0
3541,Print,1513.0
3542,Print,1513.0
3543,Print,1513.0
3544,Print,1513.0
3545,Print,1513.0
3546,Print,1513.0
3547,Print,1513.0
3548,Print,1513.0
3549,Print,1513.0
3550,Print,1513.0
3551,Print,1513.0
3552,Print,1513.0
3553,Print,1513.0
3554,Print,1513.0
3555,Print,1513.0
3556,Print,1513.0
3557,Print,1513.0
3558,Print,1513.0
3559,Print,1513.0
3573,Print,1513.0
3574,Print,1513.0
3575,Print,1513.0
3576,Print,1513.0
3577,Print,1513.0
3578,Print,1513.0
3579,Print,1520.0
3580,Print,1513.0
3581,Print,1520.0
3582,Print,1519.0
3583,Print,1512.0
3584,Print,1513.0
3585,Print,1515.0
3587,Print,1513.0
3588,Print,1512.0
3589,Print,1513.0
3590,Print,1516.0
3591,Print,1511.0
3592,Print,1507.0
3593,Print,1515.0
3594,Print,1512.0
3595,Print,1515.0
3596,Print,1516.0
3597,Print,1512.0
3598,Print,1515.0
3599,Print,1519.0
3600,Print,1515.0
3601,Print,1519.0
3602,Print,1519.0
3605,Print,1515.0
3606,Print,1525.0
3607,Print,1515.0
3608,Print,1520.0
3609,Print,1519.0
3610,Print,1520.0
3611,Print,1519.0
3612,Print,1515.0
3613,Print,1515.0
3614,Print,1520.0
3615,Print,1520.0
3616,Print,1525.0
3617,Print,1525.0
3618,Print,1520.0
3619,Print,1520.0
3620,Print,1520.0
3621,Print,1520.0
3622,Print,1520.0
3623,Print,1520.0
3624,Print,1520.0
3626,Print,1520.0
3627,Print,1515.0
3628,Print,1520.0
3629,Print,1515.0
3630,Print,1520.0
3631,Print,1520.0
3632,Print,1520.0
3633,Print,1512.0
3634,Print,1520.0
3650,Print,1500.0
3651,Print,1509.0
3652,Print,1520.0
3653,Print,1505.0
3654,Print,1505.0
3656,Print,1505.0
3659,Print,1505.0
3661,Print,1505.0
