objectid,classification,beginyear
64290,Print,1967.0
64291,Print,1968.0
64292,Print,1968.0
64293,Print,1968.0
64294,Print,1969.0
64295,Print,1969.0
64296,Print,1970.0
64297,Print,1970.0
64298,Print,1970.0
64299,Print,1964.0
64300,Print,1964.0
64301,Print,1964.0
64302,Print,1964.0
64306,Print,1964.0
64307,Print,1964.0
64308,Print,1964.0
64309,Print,1964.0
64310,Print,1964.0
64311,Print,1964.0
64312,Print,1964.0
64313,Print,1964.0
64314,Print,1968.0
64315,Portfolio,1968.0
64316,Print,1968.0
64317,Print,1968.0
64318,Print,1968.0
64319,Print,1968.0
64364,Print,1964.0
64434,Drawing,1936.0
64320,Print,1968.0
64321,Print,1968.0
64322,Print,1968.0
64323,Print,1968.0
64324,Print,1968.0
64325,Print,1968.0
64326,Print,1968.0
64327,Print,1968.0
64328,Print,1968.0
64329,Print,1968.0
64330,Print,1968.0
64344,Print,1969.0
64331,Print,1968.0
64332,Print,1968.0
64333,Print,1968.0
64334,Print,1970.0
64335,Print,1970.0
64336,Print,1970.0
64337,Print,1970.0
64338,Print,1970.0
64339,Print,1970.0
64340,Print,1970.0
64341,Print,1970.0
64342,Print,1969.0
64343,Print,1969.0
64346,Print,1970.0
64347,Print,1970.0
64348,Print,1970.0
64349,Print,1970.0
64350,Print,1970.0
64351,Print,1964.0
64352,Print,1964.0
64353,Print,1964.0
64354,Print,1964.0
64355,Print,1964.0
64356,Print,1964.0
64357,Print,1964.0
64358,Print,1964.0
64359,Print,1964.0
64360,Print,1964.0
64361,Print,1964.0
64362,Print,1964.0
64367,Print,1964.0
64368,Print,1964.0
64369,Print,1964.0
64370,Print,1964.0
64371,Print,1968.0
64372,Print,1968.0
64373,Print,1968.0
64374,Print,1967.0
64375,Print,1967.0
64376,Print,1967.0
64377,Print,1967.0
64378,Print,1967.0
64379,Print,1967.0
64380,Print,1967.0
64621,Drawing,1884.0
64381,Print,1967.0
64622,Drawing,1884.0
64382,Print,1967.0
64383,Print,1967.0
64623,Drawing,1884.0
64415,Painting,1962.0
64418,Painting,1947.0
64419,Drawing,1936.0
64420,Drawing,1936.0
64421,Drawing,1936.0
64422,Drawing,1936.0
64423,Drawing,1936.0
64424,Drawing,1936.0
64425,Drawing,1936.0
64426,Drawing,1936.0
64427,Drawing,1936.0
64428,Drawing,1936.0
64429,Drawing,1936.0
64430,Drawing,1936.0
64431,Drawing,1936.0
64435,Drawing,1936.0
64436,Drawing,1874.0
64437,Drawing,1936.0
64438,Drawing,1937.0
64439,Drawing,1936.0
64440,Drawing,1874.0
64441,Drawing,1936.0
64442,Drawing,1874.0
64443,Drawing,1936.0
64444,Drawing,1937.0
64445,Drawing,1937.0
64446,Drawing,1936.0
64447,Drawing,1937.0
64448,Drawing,1874.0
64449,Drawing,1936.0
64450,Drawing,1936.0
64711,Drawing,1884.0
64451,Drawing,1937.0
64452,Drawing,1874.0
64453,Drawing,1937.0
64454,Drawing,1874.0
64455,Drawing,1874.0
64456,Drawing,1874.0
64457,Drawing,1937.0
64458,Drawing,1874.0
64459,Drawing,1874.0
64460,Drawing,1937.0
64461,Drawing,1937.0
64462,Drawing,1937.0
64463,Drawing,1937.0
64464,Drawing,1937.0
64465,Drawing,1937.0
64466,Drawing,1937.0
64467,Drawing,1937.0
64468,Drawing,1937.0
64469,Drawing,1937.0
64470,Drawing,1938.0
64471,Drawing,1937.0
64472,Drawing,1937.0
64473,Drawing,1939.0
64474,Drawing,1940.0
64475,Drawing,1939.0
64476,Drawing,1939.0
64477,Drawing,1939.0
64478,Drawing,1939.0
64479,Drawing,1939.0
64480,Drawing,1939.0
64481,Drawing,1939.0
64482,Drawing,1939.0
64483,Drawing,1939.0
64484,Drawing,1939.0
64485,Drawing,1939.0
64486,Drawing,1939.0
64489,Drawing,1939.0
64490,Drawing,1939.0
64491,Drawing,1939.0
64492,Drawing,1939.0
64493,Drawing,1939.0
64494,Drawing,1939.0
64495,Drawing,1939.0
64496,Drawing,1939.0
64497,Drawing,1940.0
64498,Drawing,1939.0
64499,Drawing,1939.0
64500,Drawing,1939.0
64501,Drawing,1939.0
64502,Drawing,1939.0
64503,Drawing,1939.0
64504,Drawing,1939.0
64505,Drawing,1939.0
64506,Drawing,1939.0
64507,Drawing,1939.0
64508,Drawing,1939.0
64509,Drawing,1939.0
64510,Drawing,1938.0
64511,Drawing,1936.0
64512,Drawing,1936.0
64513,Drawing,1937.0
64514,Drawing,1937.0
64515,Drawing,1937.0
64516,Drawing,1937.0
64517,Drawing,1937.0
64518,Drawing,1937.0
64519,Drawing,1939.0
64520,Drawing,1874.0
64521,Drawing,1874.0
64522,Drawing,1874.0
64523,Drawing,1937.0
64524,Drawing,1940.0
64525,Drawing,1940.0
64526,Drawing,1940.0
64527,Drawing,1959.0
64528,Drawing,1954.0
64529,Drawing,1954.0
64530,Drawing,1954.0
64531,Drawing,1954.0
64532,Drawing,1937.0
64541,Painting,1912.0
64542,Painting,1945.0
64544,Sculpture,1968.0
64555,Drawing,1934.0
64556,Drawing,1902.0
64557,Drawing,1914.0
64560,Technical Material,1959.0
64561,Technical Material,1959.0
64562,Technical Material,1959.0
64563,Technical Material,1959.0
64564,Technical Material,1959.0
64565,Drawing,1959.0
64566,Drawing,1959.0
64567,Drawing,1959.0
64568,Drawing,1959.0
64569,Print,1959.0
64570,Print,1959.0
64571,Print,1959.0
64572,Print,1959.0
66226,Print,1983.0
64573,Print,1959.0
64574,Print,1959.0
64575,Print,1959.0
64576,Print,1959.0
64577,Print,1959.0
64578,Print,1959.0
64579,Print,1959.0
64580,Print,1959.0
64583,Drawing,1949.0
64584,Drawing,1949.0
64601,Print,1921.0
64585,Drawing,1947.0
64586,Drawing,1929.0
64587,Drawing,1909.0
64588,Drawing,1947.0
64589,Print,1918.0
64590,Print,1920.0
64591,Print,1914.0
64592,Print,1918.0
64593,Print,1921.0
64594,Portfolio,1922.0
64595,Print,1921.0
64596,Print,1921.0
64597,Print,1921.0
64598,Print,1921.0
64599,Print,1921.0
64600,Print,1921.0
64602,Print,1921.0
64603,Print,1921.0
64604,Drawing,1918.0
64605,Volume,1934.0
64606,Drawing,1884.0
64607,Drawing,1884.0
64608,Drawing,1884.0
64609,Drawing,1884.0
64610,Volume,1938.0
64611,Volume,1915.0
64612,Drawing,1884.0
64613,Volume,1917.0
64614,Drawing,1884.0
64615,Drawing,1884.0
64616,Drawing,1884.0
64617,Drawing,1884.0
64618,Drawing,1884.0
64619,Drawing,1884.0
64639,Volume,1929.0
64640,Drawing,1884.0
64641,Drawing,1884.0
64642,Drawing,1884.0
64643,Drawing,1884.0
64644,Drawing,1884.0
64645,Volume,1884.0
64646,Drawing,1884.0
64647,Drawing,1884.0
64648,Drawing,1884.0
64649,Drawing,1884.0
64650,Drawing,1884.0
64651,Drawing,1884.0
64652,Drawing,1884.0
64653,Drawing,1884.0
64654,Drawing,1884.0
64655,Drawing,1884.0
64656,Drawing,1884.0
64657,Drawing,1884.0
64660,Drawing,1884.0
64661,Drawing,1884.0
64662,Drawing,1884.0
64663,Drawing,1884.0
64664,Drawing,1884.0
64665,Drawing,1884.0
64666,Drawing,1884.0
64667,Drawing,1884.0
64668,Volume,1933.0
64669,Drawing,1884.0
64670,Drawing,1884.0
64671,Drawing,1884.0
64672,Drawing,1884.0
64673,Drawing,1933.0
64674,Drawing,1884.0
64675,Drawing,1884.0
64676,Drawing,1884.0
64677,Drawing,1884.0
64683,Drawing,1933.0
64685,Volume,1930.0
64686,Drawing,1884.0
64687,Drawing,1884.0
64688,Drawing,1884.0
64689,Drawing,1884.0
64690,Drawing,1884.0
64691,Drawing,1884.0
64692,Volume,1915.0
64693,Drawing,1884.0
64694,Drawing,1884.0
64695,Drawing,1884.0
64696,Drawing,1884.0
64697,Drawing,1884.0
64698,Drawing,1884.0
64699,Volume,1910.0
64700,Drawing,1884.0
64701,Drawing,1884.0
64702,Drawing,1884.0
64719,Drawing,1884.0
64720,Drawing,1884.0
64721,Drawing,1884.0
64722,Drawing,1884.0
64723,Drawing,1884.0
64724,Drawing,1884.0
64725,Drawing,1884.0
64726,Drawing,1884.0
64727,Drawing,1884.0
64728,Drawing,1884.0
64729,Drawing,1884.0
64730,Drawing,1884.0
64731,Drawing,1884.0
64732,Drawing,1884.0
64733,Drawing,1884.0
64734,Volume,1915.0
64735,Drawing,1884.0
64736,Drawing,1884.0
64737,Drawing,1884.0
64738,Drawing,1884.0
64739,Drawing,1884.0
64740,Volume,1916.0
64741,Drawing,1884.0
64742,Drawing,1884.0
64743,Drawing,1884.0
64744,Drawing,1884.0
64745,Drawing,1884.0
64746,Drawing,1884.0
64747,Drawing,1884.0
64748,Drawing,1884.0
64749,Drawing,1884.0
64750,Drawing,1884.0
64751,Drawing,1884.0
64752,Drawing,1884.0
64753,Drawing,1884.0
64754,Drawing,1884.0
64755,Drawing,1884.0
64756,Drawing,1884.0
64757,Drawing,1884.0
64758,Drawing,1884.0
64759,Drawing,1884.0
66855,Print,1971.0
64760,Drawing,1884.0
64761,Drawing,1884.0
64762,Drawing,1884.0
64763,Drawing,1884.0
64764,Drawing,1884.0
64765,Drawing,1884.0
64766,Drawing,1884.0
64767,Drawing,1884.0
64768,Drawing,1884.0
64769,Volume,1916.0
64770,Drawing,1884.0
64771,Drawing,1884.0
64772,Drawing,1884.0
64773,Drawing,1884.0
64774,Drawing,1884.0
64775,Drawing,1884.0
64776,Drawing,1884.0
64777,Drawing,1884.0
64778,Drawing,1884.0
64779,Drawing,1884.0
66856,Print,1971.0
64780,Drawing,1884.0
64781,Drawing,1884.0
64782,Drawing,1884.0
64783,Drawing,1884.0
64784,Drawing,1884.0
64785,Drawing,1884.0
64786,Drawing,1884.0
64787,Drawing,1884.0
64788,Drawing,1884.0
64789,Drawing,1884.0
64790,Drawing,1884.0
64791,Drawing,1884.0
64792,Drawing,1884.0
64793,Drawing,1884.0
64794,Drawing,1884.0
64795,Drawing,1884.0
64796,Volume,1922.0
64797,Drawing,1884.0
64798,Drawing,1884.0
64799,Drawing,1884.0
64800,Drawing,1884.0
64801,Drawing,1884.0
64802,Drawing,1884.0
64803,Drawing,1884.0
64804,Drawing,1884.0
64805,Drawing,1884.0
64806,Drawing,1884.0
64807,Drawing,1884.0
64848,Drawing,1884.0
64808,Drawing,1884.0
64809,Drawing,1884.0
64810,Drawing,1884.0
64811,Drawing,1884.0
64812,Drawing,1884.0
64813,Drawing,1884.0
64814,Volume,1917.0
64815,Drawing,1884.0
64816,Drawing,1884.0
64817,Drawing,1884.0
64818,Drawing,1884.0
66871,Print,1970.0
64819,Drawing,1884.0
64820,Drawing,1884.0
64821,Drawing,1884.0
64822,Drawing,1884.0
64823,Drawing,1884.0
64824,Drawing,1884.0
64825,Drawing,1884.0
64826,Drawing,1884.0
64827,Drawing,1884.0
64828,Drawing,1884.0
64829,Drawing,1884.0
64830,Drawing,1884.0
64831,Drawing,1884.0
64832,Drawing,1884.0
64833,Drawing,1884.0
64834,Drawing,1884.0
64835,Drawing,1884.0
64836,Drawing,1884.0
64837,Drawing,1884.0
64838,Drawing,1884.0
64839,Drawing,1884.0
64840,Drawing,1884.0
64841,Drawing,1884.0
64842,Drawing,1884.0
64843,Drawing,1884.0
64844,Drawing,1884.0
64845,Drawing,1884.0
64846,Drawing,1884.0
64847,Volume,1915.0
64849,Drawing,1884.0
64850,Drawing,1884.0
64851,Drawing,1884.0
64852,Drawing,1884.0
64853,Drawing,1884.0
64854,Drawing,1884.0
64855,Drawing,1884.0
64856,Drawing,1884.0
64857,Drawing,1884.0
64858,Drawing,1884.0
64859,Drawing,1884.0
64860,Drawing,1884.0
64861,Volume,1944.0
64862,Drawing,1944.0
64863,Drawing,1944.0
64864,Drawing,1944.0
64865,Drawing,1944.0
64866,Drawing,1944.0
64867,Drawing,1944.0
64868,Drawing,1944.0
64869,Drawing,1944.0
64870,Drawing,1944.0
64871,Drawing,1944.0
64872,Drawing,1944.0
64873,Drawing,1944.0
64874,Drawing,1944.0
64875,Drawing,1944.0
64876,Drawing,1944.0
64877,Drawing,1944.0
64878,Drawing,1944.0
64879,Drawing,1944.0
66872,Print,1970.0
64880,Drawing,1944.0
64881,Drawing,1944.0
64882,Drawing,1944.0
64883,Drawing,1944.0
64884,Drawing,1944.0
64885,Drawing,1944.0
64886,Drawing,1944.0
64887,Drawing,1944.0
64888,Drawing,1944.0
64889,Drawing,1944.0
64890,Volume,1924.0
64891,Drawing,1884.0
64892,Drawing,1884.0
64893,Drawing,1884.0
64894,Drawing,1884.0
64895,Drawing,1884.0
64896,Drawing,1884.0
64897,Drawing,1884.0
64898,Drawing,1884.0
64899,Drawing,1884.0
64900,Drawing,1884.0
64901,Drawing,1884.0
64902,Drawing,1884.0
64903,Drawing,1884.0
64904,Drawing,1884.0
64905,Drawing,1884.0
64906,Volume,1924.0
64907,Drawing,1884.0
64908,Drawing,1884.0
64909,Drawing,1884.0
64910,Drawing,1884.0
64911,Drawing,1884.0
64912,Drawing,1884.0
64913,Drawing,1884.0
64914,Drawing,1884.0
64915,Drawing,1884.0
64916,Drawing,1884.0
64917,Drawing,1884.0
64918,Drawing,1884.0
64938,Drawing,1923.0
64919,Drawing,1884.0
64920,Drawing,1884.0
64921,Drawing,1884.0
64922,Drawing,1884.0
64923,Volume,1923.0
64924,Drawing,1923.0
64925,Drawing,1923.0
64926,Drawing,1923.0
64927,Drawing,1923.0
64928,Drawing,1923.0
64929,Drawing,1923.0
64930,Drawing,1923.0
64931,Drawing,1923.0
64932,Drawing,1923.0
64933,Drawing,1923.0
64934,Drawing,1923.0
64935,Drawing,1923.0
64936,Drawing,1923.0
64937,Drawing,1923.0
64939,Drawing,1923.0
64940,Drawing,1923.0
64941,Drawing,1923.0
64942,Drawing,1923.0
64943,Drawing,1923.0
64944,Drawing,1929.0
64945,Drawing,1923.0
64946,Drawing,1923.0
64947,Drawing,1923.0
64948,Drawing,1923.0
64949,Drawing,1923.0
64950,Drawing,1923.0
64951,Drawing,1923.0
64952,Drawing,1923.0
64953,Drawing,1923.0
64954,Drawing,1923.0
64955,Volume,1922.0
64956,Drawing,1927.0
64957,Drawing,1927.0
64958,Drawing,1927.0
64959,Drawing,1927.0
64960,Drawing,1927.0
64961,Drawing,1927.0
64962,Drawing,1927.0
64963,Drawing,1927.0
64964,Drawing,1927.0
64965,Drawing,1927.0
64966,Drawing,1927.0
64967,Drawing,1927.0
64968,Drawing,1927.0
64969,Drawing,1927.0
64970,Drawing,1927.0
64971,Drawing,1927.0
64972,Drawing,1927.0
64973,Volume,1923.0
64974,Drawing,1884.0
64975,Drawing,1884.0
64976,Drawing,1884.0
64977,Drawing,1884.0
64978,Drawing,1884.0
64979,Drawing,1884.0
64980,Drawing,1884.0
64981,Volume,1932.0
64982,Volume,1915.0
64983,Drawing,1884.0
64984,Drawing,1884.0
64985,Drawing,1884.0
64986,Drawing,1884.0
64987,Drawing,1884.0
64988,Volume,1921.0
64989,Drawing,1884.0
64990,Drawing,1884.0
64991,Drawing,1884.0
64992,Drawing,1884.0
64993,Drawing,1884.0
64994,Drawing,1884.0
64995,Drawing,1884.0
64996,Drawing,1884.0
64997,Drawing,1884.0
64998,Drawing,1884.0
64999,Drawing,1884.0
65000,Drawing,1884.0
65001,Drawing,1884.0
65002,Drawing,1884.0
65003,Drawing,1884.0
65004,Drawing,1884.0
65005,Drawing,1884.0
65006,Drawing,1884.0
65007,Volume,1918.0
65008,Drawing,1918.0
65009,Drawing,1918.0
65010,Drawing,1915.0
65011,Drawing,1918.0
65012,Drawing,1918.0
65013,Drawing,1918.0
65014,Drawing,1918.0
65015,Drawing,1918.0
65016,Drawing,1918.0
65017,Drawing,1918.0
65018,Drawing,1918.0
65019,Drawing,1918.0
65020,Drawing,1918.0
65021,Drawing,1918.0
65022,Drawing,1918.0
65023,Drawing,1918.0
65024,Drawing,1918.0
65025,Drawing,1918.0
65026,Drawing,1918.0
65027,Drawing,1918.0
66936,Print,1971.0
65028,Drawing,1918.0
65029,Drawing,1918.0
65030,Drawing,1918.0
65031,Drawing,1918.0
65032,Drawing,1918.0
65033,Drawing,1918.0
65034,Drawing,1918.0
65035,Volume,1923.0
65036,Drawing,1884.0
65037,Drawing,1884.0
65038,Drawing,1884.0
65039,Drawing,1884.0
65040,Drawing,1884.0
65041,Drawing,1884.0
65042,Drawing,1884.0
65043,Drawing,1884.0
65044,Drawing,1884.0
65045,Drawing,1884.0
65046,Drawing,1884.0
66937,Print,1971.0
65047,Drawing,1884.0
65048,Volume,1914.0
65049,Drawing,1884.0
65050,Drawing,1884.0
65051,Drawing,1884.0
65052,Drawing,1884.0
65053,Drawing,1884.0
65054,Drawing,1884.0
65055,Drawing,1884.0
65056,Drawing,1884.0
65057,Drawing,1884.0
65058,Drawing,1884.0
65059,Drawing,1884.0
65060,Drawing,1884.0
65061,Drawing,1884.0
65062,Drawing,1884.0
65063,Drawing,1884.0
65064,Drawing,1884.0
65065,Drawing,1884.0
65066,Drawing,1884.0
65067,Drawing,1884.0
65068,Drawing,1884.0
65069,Drawing,1884.0
65070,Drawing,1884.0
65071,Drawing,1884.0
65072,Drawing,1884.0
65073,Drawing,1884.0
65074,Drawing,1884.0
65075,Drawing,1884.0
65076,Drawing,1884.0
65077,Drawing,1884.0
65078,Drawing,1884.0
65079,Drawing,1884.0
65080,Drawing,1884.0
65081,Drawing,1884.0
65082,Drawing,1884.0
65083,Drawing,1884.0
65084,Drawing,1884.0
65085,Drawing,1884.0
65086,Drawing,1884.0
65087,Drawing,1884.0
65088,Drawing,1884.0
65089,Volume,1915.0
65090,Drawing,1914.0
65091,Drawing,1914.0
65092,Drawing,1914.0
65093,Drawing,1914.0
65094,Drawing,1914.0
65095,Drawing,1914.0
65096,Drawing,1914.0
65097,Drawing,1914.0
65098,Drawing,1914.0
65099,Drawing,1914.0
65100,Drawing,1914.0
65101,Drawing,1914.0
65102,Drawing,1914.0
65103,Drawing,1914.0
65104,Drawing,1914.0
65105,Drawing,1914.0
65106,Drawing,1914.0
65107,Drawing,1914.0
65108,Drawing,1914.0
65109,Drawing,1914.0
65110,Drawing,1914.0
65111,Drawing,1914.0
66873,Print,1970.0
65112,Drawing,1914.0
65113,Volume,1915.0
65114,Drawing,1884.0
65115,Drawing,1884.0
65116,Drawing,1884.0
65117,Drawing,1884.0
65118,Drawing,1884.0
65119,Drawing,1884.0
65120,Drawing,1884.0
65121,Drawing,1884.0
65122,Drawing,1884.0
65123,Drawing,1884.0
65124,Drawing,1884.0
65125,Drawing,1884.0
65126,Drawing,1884.0
65127,Drawing,1884.0
65128,Drawing,1884.0
65129,Drawing,1884.0
65130,Drawing,1884.0
65131,Drawing,1884.0
65132,Drawing,1884.0
65133,Drawing,1884.0
65134,Drawing,1884.0
65135,Drawing,1884.0
65136,Drawing,1884.0
65137,Drawing,1884.0
65138,Drawing,1884.0
65139,Drawing,1884.0
65140,Drawing,1884.0
65141,Drawing,1884.0
65142,Drawing,1884.0
65143,Drawing,1884.0
65144,Volume,1915.0
65145,Drawing,1884.0
65146,Drawing,1884.0
65147,Drawing,1884.0
65148,Drawing,1884.0
65149,Drawing,1884.0
65150,Drawing,1884.0
65151,Drawing,1884.0
65152,Drawing,1884.0
65153,Drawing,1884.0
65154,Volume,1923.0
65155,Drawing,1884.0
65156,Drawing,1884.0
65157,Drawing,1884.0
65158,Drawing,1884.0
65159,Drawing,1884.0
65160,Drawing,1884.0
65161,Drawing,1884.0
65162,Drawing,1884.0
65163,Drawing,1884.0
65469,Drawing,1900.0
65164,Drawing,1884.0
65165,Drawing,1884.0
65166,Drawing,1884.0
66959,Print,1971.0
65167,Drawing,1884.0
65168,Drawing,1884.0
65169,Drawing,1884.0
65170,Drawing,1884.0
65171,Volume,1922.0
65172,Volume,1919.0
65173,Drawing,1884.0
65174,Drawing,1884.0
65175,Drawing,1884.0
65176,Drawing,1884.0
65177,Drawing,1884.0
65178,Drawing,1884.0
65179,Drawing,1884.0
65180,Drawing,1884.0
65181,Drawing,1884.0
65182,Drawing,1884.0
65363,Drawing,1899.0
65183,Drawing,1884.0
65184,Drawing,1884.0
65185,Drawing,1884.0
65186,Drawing,1884.0
65187,Drawing,1884.0
65188,Drawing,1884.0
65189,Drawing,1884.0
65190,Drawing,1884.0
65191,Drawing,1884.0
65192,Drawing,1884.0
65193,Drawing,1884.0
65194,Drawing,1884.0
65195,Drawing,1884.0
65196,Drawing,1884.0
65197,Drawing,1884.0
65198,Drawing,1884.0
65199,Drawing,1884.0
65200,Volume,1934.0
65201,Drawing,1884.0
65202,Drawing,1884.0
65203,Drawing,1884.0
65204,Drawing,1884.0
65205,Drawing,1884.0
65206,Drawing,1884.0
65207,Drawing,1884.0
65208,Drawing,1884.0
65209,Drawing,1884.0
65210,Drawing,1884.0
65211,Drawing,1884.0
65212,Drawing,1884.0
65213,Drawing,1884.0
65214,Drawing,1884.0
65215,Drawing,1884.0
65384,Drawing,1899.0
65216,Drawing,1884.0
65217,Drawing,1884.0
65218,Drawing,1884.0
65219,Drawing,1884.0
65220,Drawing,1884.0
65221,Drawing,1884.0
65222,Drawing,1884.0
65223,Drawing,1884.0
65224,Volume,1924.0
65225,Drawing,1884.0
65226,Drawing,1884.0
65227,Drawing,1884.0
65228,Drawing,1884.0
65229,Drawing,1884.0
65230,Drawing,1884.0
65231,Drawing,1884.0
65232,Drawing,1884.0
65233,Drawing,1884.0
65234,Drawing,1884.0
65235,Drawing,1884.0
65236,Drawing,1884.0
65237,Drawing,1884.0
65238,Drawing,1884.0
65239,Drawing,1884.0
65240,Drawing,1884.0
65241,Drawing,1884.0
65242,Drawing,1884.0
65243,Volume,1945.0
65244,Drawing,1884.0
65245,Drawing,1884.0
65246,Drawing,1884.0
65247,Drawing,1884.0
65248,Drawing,1884.0
65249,Drawing,1884.0
65250,Drawing,1884.0
65251,Drawing,1884.0
66960,Print,1984.0
65252,Drawing,1884.0
65253,Drawing,1884.0
65254,Drawing,1884.0
65255,Drawing,1884.0
65256,Drawing,1884.0
65257,Drawing,1884.0
65258,Drawing,1884.0
65259,Drawing,1884.0
65260,Drawing,1884.0
65261,Drawing,1884.0
65262,Drawing,1884.0
65263,Drawing,1884.0
65264,Drawing,1884.0
65265,Drawing,1884.0
65266,Drawing,1884.0
65267,Drawing,1884.0
65268,Drawing,1884.0
65269,Drawing,1884.0
65270,Drawing,1884.0
65271,Drawing,1884.0
65272,Drawing,1884.0
65273,Drawing,1884.0
65274,Drawing,1884.0
65275,Drawing,1884.0
65276,Drawing,1884.0
65277,Drawing,1884.0
65278,Volume,1921.0
65279,Drawing,1884.0
65280,Drawing,1884.0
65281,Drawing,1884.0
65282,Drawing,1884.0
65283,Drawing,1884.0
65284,Drawing,1884.0
65285,Drawing,1884.0
65286,Drawing,1884.0
65287,Drawing,1884.0
65288,Drawing,1884.0
65289,Drawing,1884.0
65385,Drawing,1899.0
65290,Drawing,1884.0
65291,Drawing,1884.0
65292,Drawing,1884.0
